Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Alagoa Grande,250030,PB,Nordeste,FIOCRUZ/ASTRAZENECA,14920,8547,6373
Alagoa Grande,250030,PB,Nordeste,BUTANTAN/SINOVAC,11235,5852,5383
Alagoa Grande,250030,PB,Nordeste,PFIZER/BIONTECH,8703,7258,1362
Alagoa Grande,250030,PB,Nordeste,JANSSEN,433,0,0
Alagoa Nova,250040,PB,Nordeste,FIOCRUZ/ASTRAZENECA,7563,5039,2524
Alagoa Nova,250040,PB,Nordeste,BUTANTAN/SINOVAC,7275,4192,3083
Alagoa Nova,250040,PB,Nordeste,PFIZER/BIONTECH,4834,4667,167
Alagoa Nova,250040,PB,Nordeste,JANSSEN,370,0,0
Alagoinha,250050,PB,Nordeste,FIOCRUZ/ASTRAZENECA,6038,3744,2294
Alagoinha,250050,PB,Nordeste,BUTANTAN/SINOVAC,4816,2664,2152
Alagoinha,250050,PB,Nordeste,PFIZER/BIONTECH,3022,2759,263
Alagoinha,250050,PB,Nordeste,JANSSEN,237,0,0
Alagoinha,260060,PE,Nordeste,FIOCRUZ/ASTRAZENECA,11538,6728,4810
Alagoinha,260060,PE,Nordeste,PFIZER/BIONTECH,3892,3012,806
Alagoinha,260060,PE,Nordeste,BUTANTAN/SINOVAC,3770,1982,1788
Alagoinha,260060,PE,Nordeste,JANSSEN,91,0,0
Alagoinha Do Piauí,220025,PI,Nordeste,FIOCRUZ/ASTRAZENECA,3738,2207,1531
Alagoinha Do Piauí,220025,PI,Nordeste,BUTANTAN/SINOVAC,2691,1376,1315
Alagoinha Do Piauí,220025,PI,Nordeste,PFIZER/BIONTECH,2369,1648,721
Alagoinha Do Piauí,220025,PI,Nordeste,JANSSEN,138,0,0
Alagoinhas,290070,BA,Nordeste,BUTANTAN/SINOVAC,54296,32098,22198
Alagoinhas,290070,BA,Nordeste,FIOCRUZ/ASTRAZENECA,53531,32631,20900
Alagoinhas,290070,BA,Nordeste,PFIZER/BIONTECH,49231,37812,11419
Alagoinhas,290070,BA,Nordeste,JANSSEN,1856,0,0
Alambari,350075,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3653,1831,1822
Alambari,350075,SP,Sudeste,BUTANTAN/SINOVAC,3100,1591,1509
Alambari,350075,SP,Sudeste,PFIZER/BIONTECH,1895,1331,559
Alambari,350075,SP,Sudeste,JANSSEN,171,0,0
Albertina,310140,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1764,1031,733
Albertina,310140,MG,Sudeste,BUTANTAN/SINOVAC,1123,594,529
Albertina,310140,MG,Sudeste,PFIZER/BIONTECH,699,588,78
Albertina,310140,MG,Sudeste,JANSSEN,45,0,0
Alcântara,210020,MA,Nordeste,FIOCRUZ/ASTRAZENECA,25778,14174,11604
Alcântara,210020,MA,Nordeste,BUTANTAN/SINOVAC,3073,1755,1318
Alcântara,210020,MA,Nordeste,PFIZER/BIONTECH,1492,1441,23
Alcântaras,230050,CE,Nordeste,FIOCRUZ/ASTRAZENECA,5644,3225,2419
Alcântaras,230050,CE,Nordeste,BUTANTAN/SINOVAC,3922,2099,1823
Alcântaras,230050,CE,Nordeste,PFIZER/BIONTECH,3293,2740,553
Alcântaras,230050,CE,Nordeste,JANSSEN,271,0,0
Alcantil,250053,PB,Nordeste,BUTANTAN/SINOVAC,2583,1356,1227
Alcantil,250053,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2324,1403,921
Alcantil,250053,PB,Nordeste,PFIZER/BIONTECH,1517,1263,217
Alcantil,250053,PB,Nordeste,JANSSEN,98,0,0
Alcinópolis,500025,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2746,1503,1243
Alcinópolis,500025,MS,Centro-Oeste,PFIZER/BIONTECH,2246,1413,833
Alcinópolis,500025,MS,Centro-Oeste,BUTANTAN/SINOVAC,1525,776,749
Alcinópolis,500025,MS,Centro-Oeste,JANSSEN,300,0,0
Alcobaça,290080,BA,Nordeste,FIOCRUZ/ASTRAZENECA,6938,6395,543
Alcobaça,290080,BA,Nordeste,BUTANTAN/SINOVAC,4804,3331,1473
Alcobaça,290080,BA,Nordeste,PFIZER/BIONTECH,2038,2028,10
Alcobaça,290080,BA,Nordeste,JANSSEN,117,0,0
Aldeias Altas,210030,MA,Nordeste,FIOCRUZ/ASTRAZENECA,6386,5353,1033
Aldeias Altas,210030,MA,Nordeste,BUTANTAN/SINOVAC,4840,2835,2005
Aldeias Altas,210030,MA,Nordeste,PFIZER/BIONTECH,532,431,101
Aldeias Altas,210030,MA,Nordeste,JANSSEN,182,0,0
Alecrim,430030,RS,Sul,FIOCRUZ/ASTRAZENECA,5866,3063,2803
Alecrim,430030,RS,Sul,BUTANTAN/SINOVAC,2580,1300,1280
Alecrim,430030,RS,Sul,PFIZER/BIONTECH,1252,667,585
Alecrim,430030,RS,Sul,JANSSEN,135,0,0
Alegre,320020,ES,Sudeste,FIOCRUZ/ASTRAZENECA,16674,8832,7842
Alegre,320020,ES,Sudeste,BUTANTAN/SINOVAC,13009,6892,6117
Alegre,320020,ES,Sudeste,PFIZER/BIONTECH,12668,9085,3445
Alegre,320020,ES,Sudeste,JANSSEN,1022,0,0
Alegrete,430040,RS,Sul,FIOCRUZ/ASTRAZENECA,46547,26380,20167
Alegrete,430040,RS,Sul,BUTANTAN/SINOVAC,26399,13691,12708
Alegrete,430040,RS,Sul,PFIZER/BIONTECH,22974,15159,7697
Alegrete,430040,RS,Sul,JANSSEN,1750,0,0
Alegrete Do Piauí,220027,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2410,1258,1152
Alegrete Do Piauí,220027,PI,Nordeste,BUTANTAN/SINOVAC,1822,977,845
Alegrete Do Piauí,220027,PI,Nordeste,PFIZER/BIONTECH,1432,1001,431
Alegrete Do Piauí,220027,PI,Nordeste,JANSSEN,80,0,0
Alegria,430045,RS,Sul,FIOCRUZ/ASTRAZENECA,2576,1419,1157
Alegria,430045,RS,Sul,BUTANTAN/SINOVAC,1681,855,826
Alegria,430045,RS,Sul,PFIZER/BIONTECH,985,637,330
Alegria,430045,RS,Sul,JANSSEN,81,0,0
Além Paraíba,310150,MG,Sudeste,FIOCRUZ/ASTRAZENECA,19368,12080,7288
Além Paraíba,310150,MG,Sudeste,BUTANTAN/SINOVAC,11584,6082,5502
Além Paraíba,310150,MG,Sudeste,PFIZER/BIONTECH,7917,6750,1163
Além Paraíba,310150,MG,Sudeste,JANSSEN,1178,0,0
Alenquer,150040,PA,Norte,FIOCRUZ/ASTRAZENECA,30268,18833,11435
Alenquer,150040,PA,Norte,BUTANTAN/SINOVAC,9584,6415,3169
Alenquer,150040,PA,Norte,PFIZER/BIONTECH,3404,3395,0
Alenquer,150040,PA,Norte,JANSSEN,577,0,0
Alexandria,240050,RN,Nordeste,FIOCRUZ/ASTRAZENECA,12215,6799,5416
Alexandria,240050,RN,Nordeste,BUTANTAN/SINOVAC,7133,3758,3375
Alexandria,240050,RN,Nordeste,PFIZER/BIONTECH,5616,4146,1409
Alexandria,240050,RN,Nordeste,JANSSEN,346,0,0
Alexânia,520030,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,15730,8955,6775
Alexânia,520030,GO,Centro-Oeste,BUTANTAN/SINOVAC,8576,4964,3612
Alexânia,520030,GO,Centro-Oeste,PFIZER/BIONTECH,8397,6529,1753
Alexânia,520030,GO,Centro-Oeste,JANSSEN,476,0,0
Alfenas,310160,MG,Sudeste,FIOCRUZ/ASTRAZENECA,23645,20824,2821
Alfenas,310160,MG,Sudeste,BUTANTAN/SINOVAC,17362,9869,7493
Alfenas,310160,MG,Sudeste,PFIZER/BIONTECH,5510,5483,27
Alfenas,310160,MG,Sudeste,JANSSEN,2331,0,0
Alfredo Chaves,320030,ES,Sudeste,FIOCRUZ/ASTRAZENECA,7044,3662,3382
Alfredo Chaves,320030,ES,Sudeste,BUTANTAN/SINOVAC,6204,3201,3003
Alfredo Chaves,320030,ES,Sudeste,PFIZER/BIONTECH,6068,4506,1506
Alfredo Chaves,320030,ES,Sudeste,JANSSEN,528,0,0
Alfredo Marcondes,350080,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3447,1790,1657
Alfredo Marcondes,350080,SP,Sudeste,BUTANTAN/SINOVAC,2705,1314,1391
Alfredo Marcondes,350080,SP,Sudeste,PFIZER/BIONTECH,1241,748,493
Alfredo Marcondes,350080,SP,Sudeste,JANSSEN,79,0,0
Alfredo Vasconcelos,310163,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3312,1817,1495
Alfredo Vasconcelos,310163,MG,Sudeste,PFIZER/BIONTECH,2023,1639,384
Alfredo Vasconcelos,310163,MG,Sudeste,BUTANTAN/SINOVAC,1808,1070,738
Alfredo Vasconcelos,310163,MG,Sudeste,JANSSEN,106,0,0
Alfredo Wagner,420070,SC,Sul,FIOCRUZ/ASTRAZENECA,5443,2795,2648
Alfredo Wagner,420070,SC,Sul,PFIZER/BIONTECH,3778,2616,1085
Alfredo Wagner,420070,SC,Sul,BUTANTAN/SINOVAC,3279,1733,1546
Alfredo Wagner,420070,SC,Sul,JANSSEN,328,0,0
Algodão De Jandaíra,250057,PB,Nordeste,BUTANTAN/SINOVAC,1248,692,556
Algodão De Jandaíra,250057,PB,Nordeste,FIOCRUZ/ASTRAZENECA,992,583,409
Algodão De Jandaíra,250057,PB,Nordeste,PFIZER/BIONTECH,695,570,120
Algodão De Jandaíra,250057,PB,Nordeste,JANSSEN,42,0,0
Alhandra,250060,PB,Nordeste,FIOCRUZ/ASTRAZENECA,6410,4645,1765
Alhandra,250060,PB,Nordeste,BUTANTAN/SINOVAC,5831,3319,2512
Alhandra,250060,PB,Nordeste,PFIZER/BIONTECH,4249,4121,128
Alhandra,250060,PB,Nordeste,JANSSEN,304,0,0
Aliança,260070,PE,Nordeste,FIOCRUZ/ASTRAZENECA,17185,9854,7331
Aliança,260070,PE,Nordeste,BUTANTAN/SINOVAC,11337,6350,4987
Aliança,260070,PE,Nordeste,PFIZER/BIONTECH,10754,8578,2137
Aliança,260070,PE,Nordeste,JANSSEN,271,0,0
Aliança Do Tocantins,170035,TO,Norte,FIOCRUZ/ASTRAZENECA,2785,1703,1082
Aliança Do Tocantins,170035,TO,Norte,BUTANTAN/SINOVAC,2416,1305,1111
Aliança Do Tocantins,170035,TO,Norte,PFIZER/BIONTECH,624,616,1
Aliança Do Tocantins,170035,TO,Norte,JANSSEN,96,0,0
Almadina,290090,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3074,1749,1325
Almadina,290090,BA,Nordeste,BUTANTAN/SINOVAC,2050,1078,972
Almadina,290090,BA,Nordeste,PFIZER/BIONTECH,1271,1091,169
Almadina,290090,BA,Nordeste,JANSSEN,35,0,0
Almas,170040,TO,Norte,FIOCRUZ/ASTRAZENECA,4180,2791,1389
Almas,170040,TO,Norte,BUTANTAN/SINOVAC,1918,1038,880
Almas,170040,TO,Norte,PFIZER/BIONTECH,681,673,8
Almas,170040,TO,Norte,JANSSEN,90,0,0
Almeirim,150050,PA,Norte,FIOCRUZ/ASTRAZENECA,15427,9536,5890
Almeirim,150050,PA,Norte,PFIZER/BIONTECH,7097,6143,954
Almeirim,150050,PA,Norte,BUTANTAN/SINOVAC,5366,2997,2369
Almeirim,150050,PA,Norte,JANSSEN,644,0,0
Almenara,310170,MG,Sudeste,FIOCRUZ/ASTRAZENECA,18844,10884,7960
Almenara,310170,MG,Sudeste,BUTANTAN/SINOVAC,14411,7900,6511
Almenara,310170,MG,Sudeste,PFIZER/BIONTECH,11013,8751,2193
Almenara,310170,MG,Sudeste,JANSSEN,629,0,0
Almino Afonso,240060,RN,Nordeste,FIOCRUZ/ASTRAZENECA,2572,1520,1051
Almino Afonso,240060,RN,Nordeste,BUTANTAN/SINOVAC,1890,968,922
Almino Afonso,240060,RN,Nordeste,PFIZER/BIONTECH,1470,1155,315
Almino Afonso,240060,RN,Nordeste,JANSSEN,74,0,0
Almirante Tamandaré,410040,PR,Sul,FIOCRUZ/ASTRAZENECA,47569,29708,17861
Almirante Tamandaré,410040,PR,Sul,PFIZER/BIONTECH,45547,33475,11984
Almirante Tamandaré,410040,PR,Sul,BUTANTAN/SINOVAC,27452,14754,12696
Almirante Tamandaré,410040,PR,Sul,JANSSEN,4206,0,0
Almirante Tamandaré Do Sul,430047,RS,Sul,FIOCRUZ/ASTRAZENECA,1277,677,600
Almirante Tamandaré Do Sul,430047,RS,Sul,BUTANTAN/SINOVAC,862,451,411
Almirante Tamandaré Do Sul,430047,RS,Sul,PFIZER/BIONTECH,692,450,231
Almirante Tamandaré Do Sul,430047,RS,Sul,JANSSEN,48,0,0
Aloândia,520050,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1680,907,773
Aloândia,520050,GO,Centro-Oeste,BUTANTAN/SINOVAC,747,380,367
Aloândia,520050,GO,Centro-Oeste,PFIZER/BIONTECH,424,388,36
Aloândia,520050,GO,Centro-Oeste,JANSSEN,10,0,0
Alpercata,310180,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3590,2318,1272
Alpercata,310180,MG,Sudeste,BUTANTAN/SINOVAC,2175,1140,1035
Alpercata,310180,MG,Sudeste,PFIZER/BIONTECH,1828,1493,327
Alpercata,310180,MG,Sudeste,JANSSEN,112,0,0
Alpestre,430050,RS,Sul,FIOCRUZ/ASTRAZENECA,4148,2321,1827
Alpestre,430050,RS,Sul,BUTANTAN/SINOVAC,2929,1477,1452
Alpestre,430050,RS,Sul,PFIZER/BIONTECH,1950,1297,653
Alpestre,430050,RS,Sul,JANSSEN,147,0,0
Alpinópolis,310190,MG,Sudeste,FIOCRUZ/ASTRAZENECA,10016,6099,3917
Alpinópolis,310190,MG,Sudeste,BUTANTAN/SINOVAC,6699,3691,3008
Alpinópolis,310190,MG,Sudeste,PFIZER/BIONTECH,4854,4512,316
Alpinópolis,310190,MG,Sudeste,JANSSEN,324,0,0
Alta Floresta,510025,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,24497,13929,10568
Alta Floresta,510025,MT,Centro-Oeste,PFIZER/BIONTECH,16792,12340,4395
Alta Floresta,510025,MT,Centro-Oeste,BUTANTAN/SINOVAC,15783,8749,7034
Alta Floresta,510025,MT,Centro-Oeste,JANSSEN,1218,0,0
Alta Floresta D'Oeste,110001,RO,Norte,FIOCRUZ/ASTRAZENECA,9536,5462,4074
Alta Floresta D'Oeste,110001,RO,Norte,BUTANTAN/SINOVAC,8265,4389,3876
Alta Floresta D'Oeste,110001,RO,Norte,PFIZER/BIONTECH,7411,6177,1115
Alta Floresta D'Oeste,110001,RO,Norte,JANSSEN,441,0,0
Altair,350090,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2022,982,1040
Altair,350090,SP,Sudeste,BUTANTAN/SINOVAC,1940,955,985
Altair,350090,SP,Sudeste,PFIZER/BIONTECH,1509,964,543
Altair,350090,SP,Sudeste,JANSSEN,114,0,0
Altamira,150060,PA,Norte,FIOCRUZ/ASTRAZENECA,58411,36856,21555
Altamira,150060,PA,Norte,BUTANTAN/SINOVAC,25776,13678,12098
Altamira,150060,PA,Norte,PFIZER/BIONTECH,11527,10025,1501
Altamira,150060,PA,Norte,JANSSEN,1190,0,0
Altamira Do Maranhão,210040,MA,Nordeste,FIOCRUZ/ASTRAZENECA,3737,2369,1368
Altamira Do Maranhão,210040,MA,Nordeste,BUTANTAN/SINOVAC,1863,973,890
Altamira Do Maranhão,210040,MA,Nordeste,PFIZER/BIONTECH,692,662,14
Altamira Do Maranhão,210040,MA,Nordeste,JANSSEN,85,0,0
Altamira Do Paraná,410045,PR,Sul,FIOCRUZ/ASTRAZENECA,2745,1490,1255
Altamira Do Paraná,410045,PR,Sul,BUTANTAN/SINOVAC,1145,595,550
Altamira Do Paraná,410045,PR,Sul,PFIZER/BIONTECH,1033,795,233
Altamira Do Paraná,410045,PR,Sul,JANSSEN,35,0,0
Altaneira,230060,CE,Nordeste,FIOCRUZ/ASTRAZENECA,2442,1601,841
Altaneira,230060,CE,Nordeste,BUTANTAN/SINOVAC,1759,895,864
Altaneira,230060,CE,Nordeste,PFIZER/BIONTECH,5,5,0
Alterosa,310200,MG,Sudeste,FIOCRUZ/ASTRAZENECA,10366,5525,4841
Alterosa,310200,MG,Sudeste,BUTANTAN/SINOVAC,4940,2657,2283
Alterosa,310200,MG,Sudeste,PFIZER/BIONTECH,4381,3125,1241
Alterosa,310200,MG,Sudeste,JANSSEN,262,0,0
Altinho,260080,PE,Nordeste,FIOCRUZ/ASTRAZENECA,13424,7390,6034
Altinho,260080,PE,Nordeste,PFIZER/BIONTECH,6752,5091,1605
Altinho,260080,PE,Nordeste,BUTANTAN/SINOVAC,6397,3468,2929
Altinho,260080,PE,Nordeste,JANSSEN,196,0,0
Altinópolis,350100,SP,Sudeste,FIOCRUZ/ASTRAZENECA,11199,5714,5485
Altinópolis,350100,SP,Sudeste,BUTANTAN/SINOVAC,10142,4915,4962
Altinópolis,350100,SP,Sudeste,PFIZER/BIONTECH,5760,3042,2713
Altinópolis,350100,SP,Sudeste,JANSSEN,391,0,0
Alto Alegre,140005,RR,Norte,BUTANTAN/SINOVAC,8968,5027,3941
Alto Alegre,140005,RR,Norte,FIOCRUZ/ASTRAZENECA,6224,4012,2212
Alto Alegre,140005,RR,Norte,PFIZER/BIONTECH,1321,1138,168
Alto Alegre,140005,RR,Norte,JANSSEN,198,0,0
Alto Alegre,350110,SP,Sudeste,BUTANTAN/SINOVAC,2830,1365,1465
Alto Alegre,350110,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2576,1397,1179
Alto Alegre,350110,SP,Sudeste,PFIZER/BIONTECH,1258,751,496
Alto Alegre,350110,SP,Sudeste,JANSSEN,99,0,0
Alto Alegre,430055,RS,Sul,FIOCRUZ/ASTRAZENECA,955,508,447
Alto Alegre,430055,RS,Sul,BUTANTAN/SINOVAC,888,457,431
Alto Alegre,430055,RS,Sul,PFIZER/BIONTECH,670,391,279
Alto Alegre,430055,RS,Sul,JANSSEN,46,0,0
Alto Alegre Do Maranhão,210043,MA,Nordeste,FIOCRUZ/ASTRAZENECA,11441,7322,4119
Alto Alegre Do Maranhão,210043,MA,Nordeste,BUTANTAN/SINOVAC,4297,2374,1923
Alto Alegre Do Maranhão,210043,MA,Nordeste,PFIZER/BIONTECH,3204,3201,3
Alto Alegre Do Maranhão,210043,MA,Nordeste,JANSSEN,186,0,0
Alto Alegre Do Pindaré,210047,MA,Nordeste,FIOCRUZ/ASTRAZENECA,13948,8176,5772
Alto Alegre Do Pindaré,210047,MA,Nordeste,BUTANTAN/SINOVAC,8921,4817,4104
Alto Alegre Do Pindaré,210047,MA,Nordeste,PFIZER/BIONTECH,3800,3659,6
Alto Alegre Do Pindaré,210047,MA,Nordeste,JANSSEN,255,0,0
Alto Alegre Dos Parecis,110037,RO,Norte,FIOCRUZ/ASTRAZENECA,4502,2720,1782
Alto Alegre Dos Parecis,110037,RO,Norte,PFIZER/BIONTECH,3678,3184,494
Alto Alegre Dos Parecis,110037,RO,Norte,BUTANTAN/SINOVAC,3658,1976,1682
Alto Alegre Dos Parecis,110037,RO,Norte,JANSSEN,239,0,0
Alto Araguaia,510030,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,9790,5324,4464
Alto Araguaia,510030,MT,Centro-Oeste,PFIZER/BIONTECH,5003,4135,827
Alto Araguaia,510030,MT,Centro-Oeste,BUTANTAN/SINOVAC,4370,2320,2050
Alto Araguaia,510030,MT,Centro-Oeste,JANSSEN,606,0,0
Alto Bela Vista,420075,SC,Sul,FIOCRUZ/ASTRAZENECA,1340,700,640
Alto Bela Vista,420075,SC,Sul,BUTANTAN/SINOVAC,955,484,471
Alto Bela Vista,420075,SC,Sul,PFIZER/BIONTECH,576,433,143
Alto Bela Vista,420075,SC,Sul,JANSSEN,61,0,0
Alto Boa Vista,510035,MT,Centro-Oeste,BUTANTAN/SINOVAC,2783,1472,1311
Alto Boa Vista,510035,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1882,1023,859
Alto Boa Vista,510035,MT,Centro-Oeste,PFIZER/BIONTECH,1300,1020,276
Alto Boa Vista,510035,MT,Centro-Oeste,JANSSEN,259,0,0
Alto Caparaó,310205,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2528,1428,1100
Alto Caparaó,310205,MG,Sudeste,BUTANTAN/SINOVAC,2330,1230,1100
Alto Caparaó,310205,MG,Sudeste,PFIZER/BIONTECH,1696,1353,343
Alto Caparaó,310205,MG,Sudeste,JANSSEN,76,0,0
Alto Do Rodrigues,240070,RN,Nordeste,FIOCRUZ/ASTRAZENECA,7676,4189,3487
Alto Do Rodrigues,240070,RN,Nordeste,PFIZER/BIONTECH,4744,3672,1058
Alto Do Rodrigues,240070,RN,Nordeste,BUTANTAN/SINOVAC,4672,2494,2178
Alto Do Rodrigues,240070,RN,Nordeste,JANSSEN,235,0,0
Alto Feliz,430057,RS,Sul,FIOCRUZ/ASTRAZENECA,2206,1143,1063
Alto Feliz,430057,RS,Sul,BUTANTAN/SINOVAC,1030,529,501
Alto Feliz,430057,RS,Sul,PFIZER/BIONTECH,1020,675,345
Alto Feliz,430057,RS,Sul,JANSSEN,91,0,0
Alto Garças,510040,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,5704,3251,2453
Alto Garças,510040,MT,Centro-Oeste,BUTANTAN/SINOVAC,3941,2116,1825
Alto Garças,510040,MT,Centro-Oeste,PFIZER/BIONTECH,3523,2984,535
Alto Garças,510040,MT,Centro-Oeste,JANSSEN,374,0,0
Alto Horizonte,520055,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3322,1966,1356
Alto Horizonte,520055,GO,Centro-Oeste,PFIZER/BIONTECH,2230,1796,434
Alto Horizonte,520055,GO,Centro-Oeste,BUTANTAN/SINOVAC,1882,1100,782
Alto Horizonte,520055,GO,Centro-Oeste,JANSSEN,114,0,0
Alto Jequitibá,315350,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4609,2593,2016
Alto Jequitibá,315350,MG,Sudeste,BUTANTAN/SINOVAC,3133,1758,1375
Alto Jequitibá,315350,MG,Sudeste,PFIZER/BIONTECH,2437,1886,542
Alto Jequitibá,315350,MG,Sudeste,JANSSEN,112,0,0
Alto Longá,220030,PI,Nordeste,FIOCRUZ/ASTRAZENECA,6394,3404,2990
Alto Longá,220030,PI,Nordeste,BUTANTAN/SINOVAC,5160,2744,2416
Alto Longá,220030,PI,Nordeste,PFIZER/BIONTECH,3957,2957,984
Alto Longá,220030,PI,Nordeste,JANSSEN,161,0,0
Alto Paraguai,510050,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4174,2441,1733
Alto Paraguai,510050,MT,Centro-Oeste,BUTANTAN/SINOVAC,2084,1088,996
Alto Paraguai,510050,MT,Centro-Oeste,PFIZER/BIONTECH,1916,1574,339
Alto Paraguai,510050,MT,Centro-Oeste,JANSSEN,237,0,0
Alto Paraíso,110040,RO,Norte,FIOCRUZ/ASTRAZENECA,7090,4037,3053
Alto Paraíso,110040,RO,Norte,BUTANTAN/SINOVAC,5814,3232,2582
Alto Paraíso,110040,RO,Norte,PFIZER/BIONTECH,3012,2392,605
Alto Paraíso,110040,RO,Norte,JANSSEN,397,0,0
Alto Paraíso,412862,PR,Sul,FIOCRUZ/ASTRAZENECA,2442,1388,1054
Alto Paraíso,412862,PR,Sul,BUTANTAN/SINOVAC,1240,701,539
Alto Paraíso,412862,PR,Sul,PFIZER/BIONTECH,531,413,118
Alto Paraíso,412862,PR,Sul,JANSSEN,75,0,0
Alto Paraíso De Goiás,520060,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4373,2452,1921
Alto Paraíso De Goiás,520060,GO,Centro-Oeste,BUTANTAN/SINOVAC,2717,1475,1242
Alto Paraíso De Goiás,520060,GO,Centro-Oeste,PFIZER/BIONTECH,2200,1923,267
Alto Paraíso De Goiás,520060,GO,Centro-Oeste,JANSSEN,50,0,0
Alto Paraná,410060,PR,Sul,FIOCRUZ/ASTRAZENECA,8496,4681,3815
Alto Paraná,410060,PR,Sul,BUTANTAN/SINOVAC,4433,2333,2100
Alto Paraná,410060,PR,Sul,PFIZER/BIONTECH,3644,2871,730
Alto Paraná,410060,PR,Sul,JANSSEN,409,0,0
Alto Parnaíba,210050,MA,Nordeste,FIOCRUZ/ASTRAZENECA,4342,2941,1401
Alto Parnaíba,210050,MA,Nordeste,BUTANTAN/SINOVAC,4001,2392,1609
Alto Parnaíba,210050,MA,Nordeste,PFIZER/BIONTECH,1487,1389,65
Alto Parnaíba,210050,MA,Nordeste,JANSSEN,77,0,0
Alto Piquiri,410070,PR,Sul,FIOCRUZ/ASTRAZENECA,5597,2954,2643
Alto Piquiri,410070,PR,Sul,BUTANTAN/SINOVAC,3578,1859,1719
Alto Piquiri,410070,PR,Sul,PFIZER/BIONTECH,2918,2029,860
Alto Piquiri,410070,PR,Sul,JANSSEN,254,0,0
Alto Rio Doce,310210,MG,Sudeste,FIOCRUZ/ASTRAZENECA,7753,4472,3281
Alto Rio Doce,310210,MG,Sudeste,BUTANTAN/SINOVAC,3770,2181,1589
Alto Rio Doce,310210,MG,Sudeste,PFIZER/BIONTECH,1996,1610,377
Alto Rio Doce,310210,MG,Sudeste,JANSSEN,127,0,0
Alto Rio Novo,320035,ES,Sudeste,FIOCRUZ/ASTRAZENECA,3575,1945,1630
Alto Rio Novo,320035,ES,Sudeste,PFIZER/BIONTECH,3274,2410,840
Alto Rio Novo,320035,ES,Sudeste,BUTANTAN/SINOVAC,2389,1228,1161
Alto Rio Novo,320035,ES,Sudeste,JANSSEN,277,0,0
Alto Santo,230070,CE,Nordeste,FIOCRUZ/ASTRAZENECA,4024,2776,1248
Alto Santo,230070,CE,Nordeste,BUTANTAN/SINOVAC,3338,1716,1622
Alto Santo,230070,CE,Nordeste,PFIZER/BIONTECH,1421,906,515
Alto Santo,230070,CE,Nordeste,JANSSEN,11,0,0
Alto Taquari,510060,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4402,2368,2034
Alto Taquari,510060,MT,Centro-Oeste,PFIZER/BIONTECH,4202,3482,720
Alto Taquari,510060,MT,Centro-Oeste,BUTANTAN/SINOVAC,2779,1485,1294
Alto Taquari,510060,MT,Centro-Oeste,JANSSEN,260,0,0
Altônia,410050,PR,Sul,FIOCRUZ/ASTRAZENECA,12852,6777,6075
Altônia,410050,PR,Sul,BUTANTAN/SINOVAC,7365,3826,3539
Altônia,410050,PR,Sul,PFIZER/BIONTECH,5418,3776,1583
Altônia,410050,PR,Sul,JANSSEN,442,0,0
Altos,220040,PI,Nordeste,FIOCRUZ/ASTRAZENECA,19545,12047,7498
Altos,220040,PI,Nordeste,BUTANTAN/SINOVAC,11960,6741,5219
Altos,220040,PI,Nordeste,PFIZER/BIONTECH,10263,9360,903
Altos,220040,PI,Nordeste,JANSSEN,602,0,0
Alumínio,350115,SP,Sudeste,FIOCRUZ/ASTRAZENECA,9803,5318,4485
Alumínio,350115,SP,Sudeste,BUTANTAN/SINOVAC,9492,4737,4755
Alumínio,350115,SP,Sudeste,PFIZER/BIONTECH,6397,4219,2176
Alumínio,350115,SP,Sudeste,JANSSEN,529,0,0
Alvarães,130002,AM,Norte,FIOCRUZ/ASTRAZENECA,7472,4402,3070
Alvarães,130002,AM,Norte,BUTANTAN/SINOVAC,4580,2642,1938
Alvarães,130002,AM,Norte,PFIZER/BIONTECH,909,903,6
Alvarães,130002,AM,Norte,JANSSEN,176,0,0
Alvarenga,310220,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3366,1997,1369
Alvarenga,310220,MG,Sudeste,BUTANTAN/SINOVAC,1253,636,617
